15
15
ROW 1
1 "01 01 01 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 00 40 00 00 00 40 00 00 00 01 01 01 01 00 42 40 42 00 42 00 42 00 42 00 42 00 01 01 00 00 40 00 00 00 00 40 00 00 00 00 00 40 01 01 00 00 42 00 42 40 42 00 42 00 42 40 42 00 01 01 40 00 00 00 00 00 00 00 00 00 00 00 00 00 01 01 40 00 42 40 42 00 42 00 42 00 42 00 42 00 00 01 01 00 00 00 00 00 40 00 00 00 00 00 40 00 00 01 01 00 42 00 42 00 42 00 42 00 42 00 42 00 01 01 01 00 00 00 40 00 00 00 00 40 00 00 00 00 01 01 01 01 01 01 00 00 00 00 00 00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 "
2 "01 01 01 01 01 01 01 00 00 00 01 01 01 01 01 01 01 01 01 00 00 00 00 00 40 00 00 40 00 00 01 01 01 01 01 00 00 40 00 00 00 00 00 00 00 40 00 01 01 01 01 01 00 00 00 40 00 00 00 40 00 00 00 01 01 01 01 01 01 01 00 00 00 00 40 00 00 00 00 01 01 00 40 00 01 01 01 01 01 01 00 00 01 01 01 01 00 00 00 00 00 01 01 01 00 01 01 01 01 01 00 01 00 00 00 00 00 00 40 00 00 40 00 00 00 00 00 00 01 00 00 40 00 00 00 00 00 00 00 00 00 40 00 00 01 01 00 00 00 12 11 14 00 00 00 40 00 00 00 01 01 01 01 00 00 18 11 16 00 00 00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 "
3 "01 01 01 01 00 00 00 00 00 00 00 01 01 00 00 00 01 01 01 40 00 00 00 00 00 40 00 00 00 00 00 00 01 01 01 00 00 01 00 00 00 12 11 11 11 11 11 11 01 01 01 00 00 00 00 00 00 11 11 11 11 11 11 11 01 01 00 00 40 00 00 00 00 11 11 11 00 00 00 40 01 00 00 00 00 00 00 00 01 11 11 16 00 00 00 00 01 40 00 00 00 01 00 40 00 11 11 00 40 00 00 00 00 00 00 00 00 00 00 00 00 11 11 00 00 00 00 00 00 00 00 00 00 00 00 01 00 11 11 00 00 40 00 00 01 01 00 00 40 00 00 00 40 11 11 40 00 00 00 00 01 01 01 00 00 00 00 00 00 11 11 00 00 00 01 01 01 01 01 01 01 01 01 01 01 20 20 01 01 01 01 01 "
4 "00 00 00 00 00 00 11 11 11 00 00 00 00 00 01 01 00 40 00 12 11 11 11 11 11 00 00 00 00 00 01 01 11 11 11 11 11 11 11 11 16 01 00 00 00 00 00 01 11 11 11 16 00 18 11 11 01 01 00 00 00 00 00 01 00 00 00 00 00 00 18 11 14 01 32 32 00 32 32 01 00 00 40 00 01 00 00 18 11 14 00 00 00 00 00 01 00 00 00 00 00 40 00 01 18 16 00 00 00 01 00 01 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 40 01 00 00 00 01 00 00 00 40 00 01 00 40 00 00 00 00 00 00 01 01 01 01 01 00 00 00 00 00 01 01 01 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 "
5 "01 01 01 01 01 01 01 01 00 00 00 00 00 00 00 00 01 01 01 01 01 01 01 00 00 00 00 00 00 00 21 21 01 01 01 01 01 01 00 00 00 00 00 00 00 21 21 21 01 01 01 00 01 01 00 00 00 00 00 00 21 21 21 13 01 01 00 00 00 01 00 01 01 00 00 00 21 21 13 11 01 01 00 40 00 00 00 01 01 01 01 00 21 21 11 11 01 01 00 00 00 00 00 00 01 01 45 45 21 21 11 11 01 01 00 00 00 00 40 00 00 01 45 45 45 13 11 11 01 01 00 40 00 00 00 00 21 21 45 45 13 11 11 11 01 01 00 00 00 40 00 21 21 21 45 13 11 11 11 11 01 01 01 00 00 00 00 21 21 13 11 11 11 11 20 20 01 01 01 01 01 01 01 01 20 20 20 20 20 20 20 20 "
6 "21 21 21 21 21 21 21 21 11 11 11 11 11 11 11 11 21 21 21 21 21 21 13 11 11 20 11 11 11 11 11 11 21 21 21 13 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 20 11 11 11 11 11 20 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 20 17 21 45 21 19 11 11 11 11 11 11 11 11 11 11 11 21 45 00 21 21 11 11 11 11 11 11 11 11 11 11 11 45 00 00 21 45 11 11 11 11 11 11 20 11 11 11 11 21 21 45 21 13 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 20 11 11 20 20 11 11 11 11 11 11 11 11 11 11 11 11 11 11 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 "
7 "11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 20 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 56 55 11 11 11 11 11 11 11 11 11 11 11 11 11 11 57 55 11 11 17 21 21 11 11 11 11 11 11 11 11 11 11 55 17 21 21 21 21 11 11 11 11 11 11 11 11 11 17 21 21 21 21 21 00 11 11 20 11 11 11 11 11 17 21 21 21 21 00 00 00 11 11 11 11 11 11 11 21 21 21 21 00 00 00 00 00 11 11 11 11 11 11 17 45 45 01 01 00 00 00 00 00 11 11 11 11 11 17 45 45 45 01 01 01 01 00 00 00 20 20 20 20 20 45 45 45 01 01 01 01 01 01 01 01 "
8 "11 11 11 11 11 11 11 17 21 21 21 00 00 00 00 01 11 11 11 11 11 17 45 21 21 45 31 00 00 00 00 01 11 11 11 17 21 21 21 21 00 00 00 00 00 01 01 01 11 17 45 21 21 21 00 01 00 00 00 00 00 01 01 01 21 21 21 21 00 00 00 00 00 00 00 00 00 00 01 01 21 45 00 00 00 00 00 00 00 00 00 01 00 00 00 01 00 00 01 00 00 00 00 00 00 00 00 00 00 00 31 01 00 00 00 00 00 00 00 00 01 00 00 00 00 00 01 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 01 00 00 00 00 01 01 00 00 00 00 00 00 00 01 01 01 00 00 00 01 01 01 31 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 "
9 "01 01 01 01 01 01 00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 00 00 00 00 00 01 01 01 01 01 01 01 01 01 00 00 00 00 00 00 01 01 01 01 01 01 01 01 01 00 00 00 01 00 00 00 31 01 01 01 01 01 01 01 01 31 00 00 00 00 00 00 01 01 01 01 01 01 00 01 00 01 00 00 00 00 01 01 01 01 01 01 31 00 00 01 00 00 00 00 00 01 01 01 01 01 00 00 00 00 00 01 00 00 00 00 00 00 01 01 00 00 01 00 00 00 00 01 01 00 00 01 00 00 00 00 00 00 00 00 00 00 00 01 01 01 31 00 00 00 00 00 00 00 00 00 00 00 01 01 01 01 01 01 00 00 00 00 01 00 31 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 "
10"01 01 01 00 00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 00 00 00 00 00 00 00 00 01 01 01 01 01 01 01 01 01 00 00 00 00 00 01 00 00 01 31 01 01 01 31 01 01 01 01 00 00 00 00 00 00 00 12 11 11 00 00 00 01 01 31 00 00 00 00 00 01 12 16 00 00 00 00 00 00 00 00 00 00 00 12 11 11 16 01 00 00 00 00 00 00 00 00 00 01 12 16 00 00 00 00 00 00 00 00 00 01 00 00 00 00 11 31 00 00 00 00 00 00 00 00 00 00 00 00 00 12 16 01 00 00 00 00 00 00 01 00 00 00 00 00 01 11 01 01 00 00 01 00 01 01 01 01 01 00 31 01 12 11 01 01 01 01 01 01 01 01 01 01 01 01 01 01 20 20 01 01 01 01 01 01 01 01 "
11"01 01 01 01 01 11 01 01 01 00 00 00 00 00 00 00 01 01 01 12 20 11 01 31 00 00 00 00 00 00 00 00 01 01 12 16 01 18 11 11 14 00 00 00 00 00 00 00 11 11 16 01 01 01 01 01 18 11 11 11 14 00 00 00 00 00 01 01 00 31 01 01 01 01 01 01 18 11 11 11 00 00 00 00 00 00 00 00 01 01 01 01 01 01 01 01 00 00 00 00 00 01 00 00 00 31 01 01 01 01 01 01 00 00 00 00 00 00 00 00 00 00 00 00 00 01 01 01 00 00 00 01 00 00 00 00 00 00 00 00 00 01 01 01 01 00 00 00 00 00 01 00 01 01 00 00 00 01 01 01 01 01 01 31 00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 "
12"00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 31 00 00 00 00 00 00 00 00 00 00 00 31 12 11 11 11 11 11 14 01 31 00 00 01 00 00 01 12 11 22 11 11 11 22 11 01 01 01 01 01 11 11 11 11 11 22 22 11 22 22 11 14 01 01 01 01 01 01 11 11 22 22 22 22 22 22 22 11 14 01 00 00 01 12 11 11 22 22 22 39 22 22 22 11 11 01 00 00 01 18 11 11 21 21 21 21 21 21 21 11 11 14 00 00 01 01 18 11 15 21 21 21 21 21 55 55 55 55 00 00 01 01 01 18 11 11 15 21 21 13 11 11 11 16 00 00 01 01 01 01 01 18 11 11 11 11 11 11 16 01 01 00 01 01 01 01 01 01 20 20 01 01 01 01 01 01 01 01 "
13"00 00 45 21 21 45 11 11 11 11 11 11 11 11 11 11 00 00 00 21 21 21 19 11 11 11 11 11 11 11 11 11 01 00 00 00 21 21 21 11 11 11 11 11 11 11 11 11 01 01 00 00 00 45 21 11 11 11 20 11 11 11 11 11 01 01 01 00 00 21 45 11 11 11 11 11 11 11 11 11 00 01 01 00 21 21 13 11 11 11 11 11 11 11 11 11 00 00 00 21 45 13 11 11 11 11 11 11 11 11 11 11 00 01 00 21 21 11 11 11 11 11 11 11 20 11 11 11 00 00 00 21 21 19 11 11 11 11 11 11 11 11 11 11 00 00 00 00 21 45 11 11 11 11 11 11 11 11 11 11 00 01 01 45 45 45 20 11 11 11 11 11 11 11 11 11 01 01 45 45 45 45 20 20 20 20 20 20 20 20 20 20 "
14"11 11 11 11 11 11 11 11 11 11 21 21 00 00 01 01 11 11 11 11 11 11 11 11 11 11 15 45 21 00 01 01 11 11 11 11 11 11 11 11 11 11 11 21 21 00 00 01 11 11 11 11 11 11 11 11 11 11 11 15 45 21 00 01 11 11 11 11 11 11 11 11 11 11 11 11 21 21 00 01 11 11 11 11 11 11 11 11 11 11 11 11 21 45 00 01 11 11 11 11 11 11 11 11 11 11 11 17 21 00 00 01 11 11 11 11 11 11 11 11 11 11 11 45 21 00 01 01 11 11 11 11 11 11 11 11 11 11 17 21 21 00 01 01 11 11 11 11 11 11 11 11 11 11 21 21 00 01 01 01 11 11 11 11 11 11 11 11 11 11 45 45 45 01 01 01 20 20 20 20 20 20 20 20 20 20 45 45 01 01 01 01 "
15"01 01 01 01 01 01 00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 40 00 00 00 00 40 01 01 01 01 01 01 01 01 01 01 00 00 00 00 00 00 01 01 01 01 01 01 01 01 01 40 00 00 00 00 00 00 40 01 01 01 01 01 01 01 01 00 00 00 00 00 00 00 00 01 01 01 01 01 01 01 40 00 00 74 75 75 76 00 00 40 01 01 01 01 01 01 00 00 00 73 73 73 73 00 00 00 01 01 01 01 01 01 40 00 00 73 73 34 73 00 00 40 01 01 01 01 01 01 01 00 00 40 65 02 40 00 00 01 01 01 01 01 01 01 01 40 00 00 00 00 00 00 40 01 01 01 01 01 01 01 01 01 40 00 00 00 00 40 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 "






